1,0.0,10,0.0,0.609122189422273,0.03341896050763369
1,0.0,10,10.0,0.7075463160346638,0.024958777769587145
1,0.0,10,20.0,0.3224894439028526,0.05773533819821886
1,0.0,20,0.0,0.7550041357675481,0.020946855728931082
1,0.0,20,10.0,0.8359195637357666,0.01401599862468964
1,0.0,20,20.0,0.6024976664739154,0.033924442624095545
1,0.0,30,0.0,0.8150097948006488,0.015816228822642893
1,0.0,30,10.0,0.885054761824764,0.009821627049283018
1,0.0,30,20.0,0.7083674401607865,0.024903828052224814
1,0.0,40,0.0,0.8470489783270851,0.013076832869370919
1,0.0,40,10.0,0.91069833815605,0.0076315625578596375
1,0.0,40,20.0,0.7695918116247945,0.019681365837487697
1,0.0,50,0.0,0.86905323023451,0.011195596871046105
1,0.0,50,10.0,0.9264986384056638,0.006281897777628389
1,0.0,50,20.0,0.8089582451186038,0.01632174469942988
1,0.0,60,0.0,0.8853321355548534,0.009803699203973209
1,0.0,60,10.0,0.9373472878429401,0.005354973460960137
1,0.0,60,20.0,0.835880030534603,0.014023225483894432
1,0.0,70,0.0,0.8963741824505158,0.008859715912086966
1,0.0,70,10.0,0.9450350411874392,0.004698136407393855
1,0.0,70,20.0,0.8541623858338022,0.012462266780616718
1,0.0,80,0.0,0.9065386806831448,0.007990691809986388
1,0.0,80,10.0,0.9159131506960145,0.007187576236172326
1,0.0,80,20.0,0.7985165260305402,0.017218512900172393
